NFW-2017, 0000 0405 0202 0405 0506 0405
NFW-2017, 1221 0410 0914 0812 0913 0812
NFW-2017, 2428 0510 0913 0813 0914 0813
NFW-2017, 0925 1010 0911 0608 0709 0608
NFW-2017, 0112 0410 1013 0609 0710 0609
NFW-2017, 2024 0515 0203 0000 1212 1111
NFW-2017, 2122 0410 0213 0411 0512 0411
NFW-2017, 1016 1011 0509 0613 0714 0613
NFW-2017, 0329 0510 1415 1317 1418 1317
NFW-2017, 0330 0405 0209 1212 1313 1212
NFW-2017, 0329 0410 0213 0610 0711 0610
NFW-2017, 0930 0510 0912 0408 0509 0408
NFW-2017, 0824 1010 1214 0613 0714 0613
NFW-2017, 0324 0405 0209 0211 0312 0211
NFW-2017, 0327 0511 0713 0412 0513 0412
NFW-2017, 1119 0510 1314 1214 1315 1214
NFW-2017, 0323 1010 0313 1417 1518 1417
NFW-2017, 0709 0405 0914 0114 0215 0000
NFW-2017, 0921 1013 0209 0404 0505 0404
NFW-2017, 1120 0505 1015 0107 0208 0107
NFW-2017, 1921 0407 0214 1111 0000 0000
NFW-2017, 0811 0405 0411 1213 1314 1213
NFW-2017, 1113 0510 0910 0215 0316 0215
NFW-2017, 0308 0410 1014 1518 1619 1518
NFW-2017, 1628 0810 0313 0506 0607 0506
NFW-2017, 0913 0505 0913 0815 0916 0815
NFW-2017, 0715 0505 1314 0707 0608 0707
NFW-2017, 2125 0505 0914 1417 1518 1417
NFW-2017, 0112 0410 1012 0206 0307 0206
NFW-2017, 1534 0407 0915 0816 0917 0816
NFW-2017, 0925 0405 1313 0610 0711 0610
NFW-2017, 2727 1010 0712 0710 0811 0710
NFW-2017, 1112 1111 1012 0106 0207 0106
NFW-2017, 0311 0405 0909 0109 0210 0109
NFW-2017, 2326 0505 0000 0115 0102 0115
NFW-2017, 0322 0710 0910 1415 1516 1415
NFW-2017, 0924 0910 0913 0511 0612 0511
NFW-2017, 0510 0000 0814 0406 0507 0406
NFW-2017, 1226 0000 0913 1112 1213 1112
NFW-2017, 1017 0000 0715 0911 1012 0911
NFW-2017, 1317 0000 1113 1011 1112 1011
Pop
NFH-2016, 0329 0510 0214 1112 1213 1112
NFH-2016, 0927 0410 1313 1011 1112 1011
NFH-2016, 0327 0708 0216 0711 0812 0711
NFH-2016, 1920 0410 0206 0405 0506 0405
NFH-2016, 1033 0503 1114 1415 1516 1415
NFH-2016, 1520 0503 0912 0315 0416 0315
NFH-2016, 0511 0810 0913 0715 0816 0715
NFH-2016, 0310 1111 0209 1314 1415 1314
NFH-2016, 0308 0411 0209 1015 1116 1015
NFH-2016, 1923 0404 0205 0000 0000 0000
NFH-2016, 0309 0410 1011 0000 0920 0819
NFH-2016, 2628 0410 1013 0711 0812 0711
NFH-2016, 1521 0710 1213 1115 1216 1115
NFH-2016, 2728 0405 1011 0107 0208 0107
NFH-2016, 1113 0405 0211 0614 0715 0614
NFH-2016, 1126 0401 1014 0616 0717 0616
NFH-2016, 1320 0510 0713 0615 0716 0615
NFH-2016, 1127 0510 1315 0103 0204 0103
NFH-2016, 1221 0414 0210 0407 0508 0407
NFH-2016, 2727 0507 1213 0304 0405 0304
NFH-2016, 1113 1010 0211 1115 1216 1115
NFH-2016, 2730 0910 0213 0813 0914 0813
NFH-2016, 1120 0404 0912 0108 0209 0108
NFH-2016, 0314 0510 0709 0000 1318 1217
NFH-2016, 0320 0405 1114 1313 1414 1313
NFH-2016, 1332 0510 0913 0611 0712 0611
NFH-2016, 2328 1011 1315 1314 1415 1314
NFH-2016, 0712 0511 1114 0711 0812 0711
NFH-2016, 0823 0810 0911 0712 0813 0712
NFH-2016, 2029 0411 0207 0311 0412 0311
NFH-2016, 2628 1213 0213 0611 0712 0611
NFH-2016, 0911 0405 0213 0817 0918 0000
NFH-2016, 0303 0510 0911 0114 0215 0114
NFH-2016, 0323 0515 1213 0204 0305 0000
NFH-2016, 2626 0410 0213 1013 1114 1013
NFH-2016, 0314 0405 1215 1112 1213 1112
NFH-2016, 1219 0410 0213 0405 0506 0405
NFH-2016, 1019 0405 0913 0812 0913 0812
NFH-2016, 0320 0505 0914 0407 0508 0407
NFH-2016, 1821 0410 0913 0615 0716 0615
NFH-2016, 0406 0408 0209 0217 0318 0217
NFH-2016, 2021 1010 1314 0911 1012 0911
NFH-2016, 0323 0510 1115 1217 1318 1217
NFH-2016, 0612 0410 1214 1214 1315 1214
NFH-2016, 1124 0510 0913 0211 0312 0211
NFH-2016, 1010 1010 0202 0311 0412 0311
NFH-2016, 1122 0410 0217 1113 1214 1113
NFH-2016, 0303 1011 0209 0813 0914 0813
NFH-2016, 2030 0404 0914 0712 0813 0712
NFH-2016, 1416 1010 0215 0512 0613 0512
NFH-2016, 0311 0511 0915 1013 1114 1013
NFH-2016, 1232 0410 0211 1115 1216 1115
NFH-2016, 0920 0505 1313 0710 0811 0710
NFH-2016, 1525 0405 0210 0412 0513 0412
NFH-2016, 2223 1010 0205 1114 1215 1114
NFH-2016, 0311 0405 0213 0000 1414 1313
NFH-2016, 0821 0413 0214 0607 0708 0607
NFH-2016, 0320 0510 0310 0101 0000 0101
NFH-2016, 0912 0000 0714 0615 0716 0000
NFH-2016, 1130 1010 0914 0711 0812 0711
NFH-2016, 0317 0405 0714 0413 0514 0413
NFH-2016, 0325 0510 0211 0607 0708 0607
NFH-2016, 0412 1014 0910 1215 1316 1215
NFH-2016, 2730 1010 1314 1212 1313 1212
NFH-2016, 1126 0410 1013 0110 0211 0110
NFH-2016, 0318 1010 0714 0413 0514 0413
NFH-2016, 2225 0510 0909 0610 0711 0610
NFH-2016, 0325 0507 0214 0211 0312 0211
NFH-2016, 0000 1010 0210 0810 0911 0810
NFH-2016, 0122 1010 0212 0611 0712 0611
NFH-2016, 1523 0508 1113 0311 0412 0311
NFH-2016, 1423 0505 0213 0715 0816 0715
NFH-2016, 1225 0404 0613 0310 0411 0310
NFH-2016, 1427 0710 0214 0412 0513 0412
NFH-2016, 1228 1010 0914 1017 1118 1017
NFH-2016, 1620 0910 1214 1414 1515 1414
NFH-2016, 0915 0410 0310 0608 0709 0608
NFH-2016, 0115 1010 0213 1015 1116 1015
NFH-2016, 1115 0505 0913 1415 1516 1415
NFH-2016, 0924 1011 0914 1515 1616 1515
NFH-2016, 1213 1010 0913 0615 0716 0615
NFH-2016, 1111 0410 1313 1215 1316 1215
NFH-2016, 2222 1010 0910 1111 1212 1111
NFH-2016, 1225 0000 1213 0304 0405 0304
NFH-2016, 2630 1012 1213 1116 1217 1116
NFH-2016, 0923 1010 0914 0915 1016 0915
NFH-2016, 1112 0510 0214 1316 1417 1316
NFH-2016, 1132 0410 0213 0415 0516 0415
NFH-2016, 2426 0505 0213 1013 1114 1013
NFH-2016, 2024 0510 0209 0615 0716 0615
NFH-2016, 0719 0505 0211 1112 1213 1112
NFH-2016, 0512 1010 0214 0213 0314 0213
NFH-2016, 0000 1013 0209 0407 0508 0407
NFH-2016, 0318 1013 0209 0812 0913 0812
NFH-2016, 0311 0506 0709 0106 0207 0106
NFH-2016, 0810 0510 0313 0315 0416 0315
NFH-2016, 1428 0000 1113 0204 0305 0204
NFH-2016, 1230 0000 1214 1112 1213 1112
NFH-2016, 1125 0000 1213 0412 0513 0412
NFH-2016, 0311 0000 0203 0114 0215 0114 
